Previous,Current,Type,TzName,RowName
tzdata2016j,tzdata2017a,Rule,Asia/Hovd,Mongol
tzdata2016j,tzdata2017a,Zone,Asia/Hovd,Asia/Hovd
tzdata2016j,tzdata2017a,Zone,Asia/Ulaanbaatar,Asia/Ulaanbaatar
tzdata2016j,tzdata2017a,Zone,Asia/Choibalsan,Asia/Choibalsan
tzdata2016j,tzdata2017a,Zone,Asia/Kathmandu,Asia/Kathmandu
tzdata2016j,tzdata2017a,Zone,Asia/Karachi,Asia/Karachi
tzdata2016j,tzdata2017a,Zone,Asia/Manila,Asia/Manila
tzdata2016j,tzdata2017a,Zone,Asia/Qatar,Asia/Qatar
tzdata2016j,tzdata2017a,Zone,Asia/Riyadh,Asia/Riyadh
tzdata2016j,tzdata2017a,Zone,Asia/Singapore,Asia/Singapore
tzdata2016j,tzdata2017a,Zone,Asia/Colombo,Asia/Colombo
tzdata2016j,tzdata2017a,Zone,Asia/Bangkok,Asia/Bangkok
tzdata2016j,tzdata2017a,Zone,Asia/Dubai,Asia/Dubai
tzdata2016j,tzdata2017a,Zone,Asia/Ho_Chi_Minh,Asia/Ho_Chi_Minh
tzdata2016j,tzdata2017a,Zone,Australia/Eucla,Australia/Eucla
tzdata2016j,tzdata2017a,Zone,Australia/Lord_Howe,Australia/Lord_Howe
tzdata2016j,tzdata2017a,Zone,Antarctica/Macquarie,Antarctica/Macquarie
tzdata2016j,tzdata2017a,Zone,Indian/Christmas,Indian/Christmas
tzdata2016j,tzdata2017a,Zone,Indian/Cocos,Indian/Cocos
tzdata2016j,tzdata2017a,Zone,Pacific/Fiji,Pacific/Fiji
tzdata2016j,tzdata2017a,Zone,Pacific/Gambier,Pacific/Gambier
tzdata2016j,tzdata2017a,Zone,Pacific/Marquesas,Pacific/Marquesas
tzdata2016j,tzdata2017a,Zone,Pacific/Tahiti,Pacific/Tahiti
tzdata2016j,tzdata2017a,Zone,Pacific/Tarawa,Pacific/Tarawa
tzdata2016j,tzdata2017a,Zone,Pacific/Enderbury,Pacific/Enderbury
tzdata2016j,tzdata2017a,Zone,Pacific/Kiritimati,Pacific/Kiritimati
tzdata2016j,tzdata2017a,Zone,Pacific/Majuro,Pacific/Majuro
tzdata2016j,tzdata2017a,Zone,Pacific/Kwajalein,Pacific/Kwajalein
tzdata2016j,tzdata2017a,Zone,Pacific/Chuuk,Pacific/Chuuk
tzdata2016j,tzdata2017a,Zone,Pacific/Pohnpei,Pacific/Pohnpei
tzdata2016j,tzdata2017a,Zone,Pacific/Kosrae,Pacific/Kosrae
tzdata2016j,tzdata2017a,Zone,Pacific/Nauru,Pacific/Nauru
tzdata2016j,tzdata2017a,Zone,Pacific/Noumea,Pacific/Noumea
tzdata2016j,tzdata2017a,Zone,Pacific/Chatham,Pacific/Chatham
tzdata2016j,tzdata2017a,Zone,Pacific/Rarotonga,Pacific/Rarotonga
tzdata2016j,tzdata2017a,Zone,Pacific/Niue,Pacific/Niue
tzdata2016j,tzdata2017a,Zone,Pacific/Norfolk,Pacific/Norfolk
tzdata2016j,tzdata2017a,Zone,Pacific/Palau,Pacific/Palau
tzdata2016j,tzdata2017a,Zone,Pacific/Port_Moresby,Pacific/Port_Moresby
tzdata2016j,tzdata2017a,Zone,Pacific/Bougainville,Pacific/Bougainville
tzdata2016j,tzdata2017a,Zone,Pacific/Pitcairn,Pacific/Pitcairn
tzdata2016j,tzdata2017a,Zone,Pacific/Pago_Pago,Pacific/Pago_Pago
tzdata2016j,tzdata2017a,Zone,Pacific/Apia,Pacific/Apia
tzdata2016j,tzdata2017a,Zone,Pacific/Guadalcanal,Pacific/Guadalcanal
tzdata2016j,tzdata2017a,Zone,Pacific/Fakaofo,Pacific/Fakaofo
tzdata2016j,tzdata2017a,Zone,Pacific/Funafuti,Pacific/Funafuti
tzdata2016j,tzdata2017a,Zone,Pacific/Wake,Pacific/Wake
tzdata2016j,tzdata2017a,Zone,Pacific/Efate,Pacific/Efate
tzdata2016j,tzdata2017a,Zone,Pacific/Wallis,Pacific/Wallis
tzdata2016j,tzdata2017a,Zone,America/Danmarkshavn,America/Danmarkshavn
tzdata2016j,tzdata2017a,Zone,America/Scoresbysund,America/Scoresbysund
tzdata2016j,tzdata2017a,Zone,America/Godthab,America/Godthab
tzdata2016j,tzdata2017a,Zone,Atlantic/Reykjavik,Atlantic/Reykjavik
tzdata2016j,tzdata2017a,Zone,Europe/Amsterdam,Europe/Amsterdam
tzdata2016j,tzdata2017a,Zone,Atlantic/Azores,Atlantic/Azores
tzdata2016j,tzdata2017a,Zone,Atlantic/Madeira,Atlantic/Madeira
tzdata2016j,tzdata2017a,Rule,Europe/Madrid,Spain
tzdata2016j,tzdata2017a,Zone,Europe/Madrid,Europe/Madrid
tzdata2016j,tzdata2017a,Zone,Africa/Ceuta,Africa/Ceuta
tzdata2016j,tzdata2017a,Zone,Atlantic/Canary,Atlantic/Canary
tzdata2016j,tzdata2017a,Zone,Europe/Zaporozhye,Europe/Zaporozhye
tzdata2016j,tzdata2017a,Zone,America/Anchorage,America/Anchorage
tzdata2016j,tzdata2017a,Rule,America/Belize,Belize
tzdata2016j,tzdata2017a,Zone,America/Belize,America/Belize
tzdata2016j,tzdata2017a,Rule,America/Santo_Domingo,DR
tzdata2016j,tzdata2017a,Zone,America/Santo_Domingo,America/Santo_Domingo
tzdata2016j,tzdata2017a,Zone,America/Miquelon,America/Miquelon
tzdata2016j,tzdata2017a,Zone,America/Argentina/Buenos_Aires,America/Argentina/Buenos_Aires
tzdata2016j,tzdata2017a,Zone,America/Argentina/Cordoba,America/Argentina/Cordoba
tzdata2016j,tzdata2017a,Zone,America/Argentina/Salta,America/Argentina/Salta
tzdata2016j,tzdata2017a,Zone,America/Argentina/Tucuman,America/Argentina/Tucuman
tzdata2016j,tzdata2017a,Zone,America/Argentina/La_Rioja,America/Argentina/La_Rioja
tzdata2016j,tzdata2017a,Zone,America/Argentina/San_Juan,America/Argentina/San_Juan
tzdata2016j,tzdata2017a,Zone,America/Argentina/Jujuy,America/Argentina/Jujuy
tzdata2016j,tzdata2017a,Zone,America/Argentina/Catamarca,America/Argentina/Catamarca
tzdata2016j,tzdata2017a,Zone,America/Argentina/Mendoza,America/Argentina/Mendoza
tzdata2016j,tzdata2017a,Zone,America/Argentina/San_Luis,America/Argentina/San_Luis
tzdata2016j,tzdata2017a,Zone,America/Argentina/Rio_Gallegos,America/Argentina/Rio_Gallegos
tzdata2016j,tzdata2017a,Zone,America/Argentina/Ushuaia,America/Argentina/Ushuaia
tzdata2016j,tzdata2017a,Zone,America/La_Paz,America/La_Paz
tzdata2016j,tzdata2017a,Zone,America/Noronha,America/Noronha
tzdata2016j,tzdata2017a,Zone,America/Belem,America/Belem
tzdata2016j,tzdata2017a,Zone,America/Santarem,America/Santarem
tzdata2016j,tzdata2017a,Zone,America/Fortaleza,America/Fortaleza
tzdata2016j,tzdata2017a,Zone,America/Recife,America/Recife
tzdata2016j,tzdata2017a,Zone,America/Araguaina,America/Araguaina
tzdata2016j,tzdata2017a,Zone,America/Maceio,America/Maceio
tzdata2016j,tzdata2017a,Zone,America/Bahia,America/Bahia
tzdata2016j,tzdata2017a,Zone,America/Sao_Paulo,America/Sao_Paulo
tzdata2016j,tzdata2017a,Zone,America/Campo_Grande,America/Campo_Grande
tzdata2016j,tzdata2017a,Zone,America/Cuiaba,America/Cuiaba
tzdata2016j,tzdata2017a,Zone,America/Porto_Velho,America/Porto_Velho
tzdata2016j,tzdata2017a,Zone,America/Boa_Vista,America/Boa_Vista
tzdata2016j,tzdata2017a,Zone,America/Manaus,America/Manaus
tzdata2016j,tzdata2017a,Zone,America/Eirunepe,America/Eirunepe
tzdata2016j,tzdata2017a,Zone,America/Rio_Branco,America/Rio_Branco
tzdata2016j,tzdata2017a,Zone,America/Santiago,America/Santiago
tzdata2016j,tzdata2017a,Zone,Pacific/Easter,Pacific/Easter
tzdata2016j,tzdata2017a,Zone,Antarctica/Palmer,Antarctica/Palmer
tzdata2016j,tzdata2017a,Zone,America/Bogota,America/Bogota
tzdata2016j,tzdata2017a,Zone,America/Curacao,America/Curacao
tzdata2016j,tzdata2017a,Zone,America/Guayaquil,America/Guayaquil
tzdata2016j,tzdata2017a,Zone,Pacific/Galapagos,Pacific/Galapagos
tzdata2016j,tzdata2017a,Zone,Atlantic/Stanley,Atlantic/Stanley
tzdata2016j,tzdata2017a,Zone,America/Cayenne,America/Cayenne
tzdata2016j,tzdata2017a,Zone,America/Guyana,America/Guyana
tzdata2016j,tzdata2017a,Zone,America/Asuncion,America/Asuncion
tzdata2016j,tzdata2017a,Zone,America/Lima,America/Lima
tzdata2016j,tzdata2017a,Zone,Atlantic/South_Georgia,Atlantic/South_Georgia
tzdata2016j,tzdata2017a,Zone,America/Paramaribo,America/Paramaribo
tzdata2016j,tzdata2017a,Zone,America/Montevideo,America/Montevideo
tzdata2016j,tzdata2017a,Zone,America/Caracas,America/Caracas
tzdata2017a,tzdata2017b,Zone,Africa/Monrovia,Africa/Monrovia
tzdata2017b,tzdata2017c,Rule,Africa/Windhoek,Namibia
tzdata2017b,tzdata2017c,Zone,Africa/Windhoek,Africa/Windhoek
tzdata2017b,tzdata2017c,Zone,Africa/Khartoum,Africa/Khartoum
tzdata2017b,tzdata2017c,Link,Africa/Khartoum,Africa/Juba
tzdata2017b,tzdata2017c,Rule,Asia/Kabul,RussiaAsia
tzdata2017b,tzdata2017c,Zone,Asia/Yerevan,Asia/Yerevan
tzdata2017b,tzdata2017c,Zone,Asia/Yangon,Asia/Yangon
tzdata2017b,tzdata2017c,Zone,Asia/Famagusta,Asia/Famagusta
tzdata2017b,tzdata2017c,Zone,Asia/Kolkata,Asia/Kolkata
tzdata2017b,tzdata2017c,Rule,Pacific/Fiji,Fiji
tzdata2017b,tzdata2017c,Zone,Pacific/Pago_Pago,Pacific/Pago_Pago
tzdata2017b,tzdata2017c,Zone,Pacific/Apia,Pacific/Apia
tzdata2017b,tzdata2017c,Rule,Pacific/Tongatapu,Tonga
tzdata2017b,tzdata2017c,Link,America/Regina,Canada/East-Saskatchewan
tzdata2017b,tzdata2017c,Zone,Europe/Dublin,Europe/Dublin
tzdata2017b,tzdata2017c,Zone,America/Juneau,America/Juneau
tzdata2017b,tzdata2017c,Zone,America/Sitka,America/Sitka
tzdata2017b,tzdata2017c,Zone,America/Metlakatla,America/Metlakatla
tzdata2017b,tzdata2017c,Zone,America/Yakutat,America/Yakutat
tzdata2017b,tzdata2017c,Zone,America/Anchorage,America/Anchorage
tzdata2017b,tzdata2017c,Zone,America/Nome,America/Nome
tzdata2017b,tzdata2017c,Zone,America/Adak,America/Adak
tzdata2017b,tzdata2017c,Rule,America/Detroit,Detroit
tzdata2017b,tzdata2017c,Zone,America/Grand_Turk,America/Grand_Turk
tzdata2017c,tzdata2018a,Link,Africa/Abidjan,Africa/Sao_Tome
tzdata2017c,tzdata2018a,Zone,Europe/Dublin,Europe/Dublin
tzdata2017c,tzdata2018a,Link,America/Los_Angeles,US/Pacific-New
tzdata2017c,tzdata2018a,Zone,America/La_Paz,America/La_Paz
tzdata2017c,tzdata2018a,Rule,America/Noronha,Brazil
tzdata2018b,tzdata2018c,Rule,Asia/Tokyo,Japan
tzdata2018b,tzdata2018c,Rule,Europe/Dublin,Eire
tzdata2018b,tzdata2018c,Zone,Europe/Dublin,Europe/Dublin
tzdata2018c,tzdata2018d,Zone,Atlantic/Cape_Verde,Atlantic/Cape_Verde
tzdata2018c,tzdata2018d,Rule,Africa/Accra,Ghana
tzdata2018c,tzdata2018d,Zone,Africa/Bissau,Africa/Bissau
tzdata2018c,tzdata2018d,Rule,Indian/Mauritius,Mauritius
tzdata2018c,tzdata2018d,Zone,Africa/Sao_Tome,Africa/Sao_Tome
tzdata2018c,tzdata2018d,Zone,Antarctica/Casey,Antarctica/Casey
tzdata2018c,tzdata2018d,Rule,Asia/Kabul,E-EurAsia
tzdata2018c,tzdata2018d,Rule,Asia/Kabul,RussiaAsia
tzdata2018c,tzdata2018d,Rule,Asia/Yerevan,Armenia
tzdata2018c,tzdata2018d,Rule,Asia/Baku,Azer
tzdata2018c,tzdata2018d,Rule,Asia/Dhaka,Dhaka
tzdata2018c,tzdata2018d,Zone,Asia/Macau,Asia/Macau
tzdata2018c,tzdata2018d,Rule,Asia/Tehran,Iran
tzdata2018c,tzdata2018d,Rule,Asia/Baghdad,Iraq
tzdata2018c,tzdata2018d,Rule,Asia/Bishkek,Kyrgyz
tzdata2018c,tzdata2018d,Rule,Asia/Kuala_Lumpur,NBorneo
tzdata2018c,tzdata2018d,Rule,Asia/Hovd,Mongol
tzdata2018c,tzdata2018d,Rule,Asia/Gaza,Palestine
tzdata2018c,tzdata2018d,Rule,Asia/Manila,Phil
tzdata2018c,tzdata2018d,Rule,Australia/Lord_Howe,LH
tzdata2018c,tzdata2018d,Rule,Pacific/Fiji,Fiji
tzdata2018c,tzdata2018d,Zone,Pacific/Enderbury,Pacific/Enderbury
tzdata2018c,tzdata2018d,Zone,Pacific/Kiritimati,Pacific/Kiritimati
tzdata2018c,tzdata2018d,Rule,Pacific/Noumea,NC
tzdata2018c,tzdata2018d,Rule,Pacific/Auckland,Chatham
tzdata2018c,tzdata2018d,Rule,Pacific/Rarotonga,Cook
tzdata2018c,tzdata2018d,Rule,Pacific/Apia,WS
tzdata2018c,tzdata2018d,Rule,Pacific/Tongatapu,Tonga
tzdata2018c,tzdata2018d,Rule,Pacific/Efate,Vanuatu
tzdata2018c,tzdata2018d,Rule,Atlantic/Reykjavik,Iceland
tzdata2018c,tzdata2018d,Zone,Europe/Lisbon,Europe/Lisbon
tzdata2018c,tzdata2018d,Zone,Atlantic/Azores,Atlantic/Azores
tzdata2018c,tzdata2018d,Zone,Atlantic/Madeira,Atlantic/Madeira
tzdata2018c,tzdata2018d,Zone,America/Jamaica,America/Jamaica
tzdata2018c,tzdata2018d,Zone,America/Grand_Turk,America/Grand_Turk
tzdata2018c,tzdata2018d,Rule,America/Argentina/Buenos_Aires,Arg
tzdata2018c,tzdata2018d,Rule,America/Argentina/San_Luis,SanLuis
tzdata2018c,tzdata2018d,Rule,America/Noronha,Brazil
tzdata2018c,tzdata2018d,Rule,America/Santiago,Chile
tzdata2018c,tzdata2018d,Rule,America/Bogota,CO
tzdata2018c,tzdata2018d,Rule,America/Guayaquil,Ecuador
tzdata2018c,tzdata2018d,Rule,Atlantic/Stanley,Falk
tzdata2018c,tzdata2018d,Rule,America/Asuncion,Para
tzdata2018c,tzdata2018d,Rule,America/Lima,Peru
tzdata2018c,tzdata2018d,Rule,America/Montevideo,Uruguay
tzdata2018c,tzdata2018d,Zone,America/Montevideo,America/Montevideo
tzdata2018d,tzdata2018e,Rule,Africa/Windhoek,Namibia
tzdata2018d,tzdata2018e,Zone,Africa/Windhoek,Africa/Windhoek
tzdata2018d,tzdata2018e,Zone,Asia/Pyongyang,Asia/Pyongyang
tzdata2018d,tzdata2018e,Zone,Europe/Dublin,Europe/Dublin
tzdata2018d,tzdata2018e,Rule,Europe/Prague,Czech
tzdata2018d,tzdata2018e,Zone,Europe/Prague,Europe/Prague
tzdata2018e,tzdata2018f,Rule,Asia/Shanghai,Shang
tzdata2018e,tzdata2018f,Rule,Asia/Shanghai,PRC
tzdata2018e,tzdata2018f,Zone,Asia/Shanghai,Asia/Shanghai
tzdata2018e,tzdata2018f,Rule,Asia/Macau,Macau
tzdata2018e,tzdata2018f,Zone,Asia/Macau,Asia/Macau
tzdata2018e,tzdata2018f,Rule,Asia/Tokyo,Japan
tzdata2018e,tzdata2018f,Zone,Asia/Pyongyang,Asia/Pyongyang
tzdata2018e,tzdata2018f,Rule,Asia/Manila,Phil
tzdata2018e,tzdata2018f,Zone,Asia/Manila,Asia/Manila
tzdata2018e,tzdata2018f,Rule,Pacific/Fiji,Fiji
tzdata2018e,tzdata2018f,Zone,Europe/Volgograd,Europe/Volgograd
tzdata2018e,tzdata2018f,Zone,Africa/Ceuta,Africa/Ceuta
tzdata2018e,tzdata2018f,Rule,America/Santiago,Chile
tzdata2018f,tzdata2018g,Rule,Africa/Casablanca,Morocco
tzdata2018f,tzdata2018g,Zone,Africa/Casablanca,Africa/Casablanca
tzdata2018f,tzdata2018g,Zone,Africa/El_Aaiun,Africa/El_Aaiun
tzdata2018f,tzdata2018g,Zone,Pacific/Honolulu,Pacific/Honolulu
tzdata2018g,tzdata2018h,Zone,Africa/Casablanca,Africa/Casablanca
tzdata2018g,tzdata2018h,Zone,Africa/El_Aaiun,Africa/El_Aaiun
tzdata2018g,tzdata2018h,Rule,Asia/Hong_Kong,HK
tzdata2018g,tzdata2018h,Zone,Asia/Hong_Kong,Asia/Hong_Kong
tzdata2018g,tzdata2018h,Rule,Asia/Tehran,Iran
tzdata2018g,tzdata2018h,Zone,Asia/Qyzylorda,Asia/Qyzylorda
tzdata2018g,tzdata2018h,Rule,Asia/Seoul,ROK
tzdata2018g,tzdata2018h,Zone,Pacific/Guam,Pacific/Guam
tzdata2018g,tzdata2018h,Zone,Pacific/Majuro,Pacific/Majuro
tzdata2018g,tzdata2018h,Zone,Pacific/Kwajalein,Pacific/Kwajalein
tzdata2018g,tzdata2018h,Zone,Pacific/Chuuk,Pacific/Chuuk
tzdata2018g,tzdata2018h,Zone,Pacific/Pohnpei,Pacific/Pohnpei
tzdata2018g,tzdata2018h,Zone,Pacific/Kosrae,Pacific/Kosrae
tzdata2018g,tzdata2018h,Zone,Pacific/Nauru,Pacific/Nauru
tzdata2018g,tzdata2018h,Zone,Pacific/Palau,Pacific/Palau
tzdata2018g,tzdata2018h,Zone,America/Metlakatla,America/Metlakatla
tzdata2018h,tzdata2018i,Zone,Africa/Sao_Tome,Africa/Sao_Tome
tzdata2018i,tzdata2019a,Rule,Asia/Gaza,Palestine
tzdata2018i,tzdata2019a,Link,Etc/UCT,UCT
tzdata2018i,tzdata2019a,Zone,Etc/UCT,Etc/UCT
tzdata2018i,tzdata2019a,Zone,America/Metlakatla,America/Metlakatla
